street_clean,city_clean,State,Zip,price,bedrooms,baths_label,bed_bath,sqft_living,price_per_sqft,lot_acres,waterfront_flag,basement_flag,view_label,condition_label,home_age,yr_renovated,years_since_update,floors,date,bathrooms,sqft_total_check,sqft_lot,waterfront,view,condition,sqft_above,sqft_basement,yr_built,street,city,statezip
6812 Phinney Ave N,Seattle,WA,98103,"$1,555,000",3,3 1/2,3 bd | 3.5 ba,"4,360",$357,0,No,Yes,Great,Average,17,0,17,2,6/17/2014,3.50,"4,360","6,240",0,3,3,"2,960","1,400",2008,6812 Phinney Ave N,Seattle,WA 98103
8126-8196 Forest Ave Se,Mercer Island,WA,98040,"$1,550,000",5,3 1/4,5 bd | 3.25 ba,"3,370",$460,0,No,Yes,Good,Excellent,43,0,43,1,5/13/2014,3.25,"3,370","17,458",0,2,5,"2,000","1,370",1982,8126-8196 Forest Ave SE,Mercer Island,WA 98040
29433 Se 15Th Pl,Fall City,WA,98024,"$1,550,000",5,4 1/4,5 bd | 4.25 ba,"6,070",$255,4,No,No,None,Average,26,0,26,2,7/10/2014,4.25,"6,070","171,626",0,0,3,"6,070",0,1999,29433 SE 15th Pl,Fall City,WA 98024
126Th Ln Ne,Kirkland,WA,98033,"$1,550,000",3,2 1/2,3 bd | 2.5 ba,"4,460",$348,1,No,No,None,Average,33,0,33,2,5/21/2014,2.50,"4,460","26,027",0,0,3,"4,460",0,1992,126th Ln NE,Kirkland,WA 98033
1806 10Th Pl W,Kirkland,WA,98033,"$1,538,000",3,2 1/4,3 bd | 2.25 ba,"2,880",$534,0,No,Yes,Good,Average,67,2002,23,1,6/17/2014,2.25,"2,880","7,599",0,2,3,"1,710","1,170",1958,1806 10th Pl W,Kirkland,WA 98033
3283 Conkling Pl W,Seattle,WA,98119,"$1,525,000",4,3 1/4,4 bd | 3.25 ba,"3,620",$421,0,No,Yes,Great,Good,98,0,98,2,6/19/2014,3.25,"3,620","5,131",0,3,4,"2,350","1,270",1927,3283 Conkling Pl W,Seattle,WA 98119
8442 Se 36Th St,Mercer Island,WA,98040,"$1,510,000",5,3 1/4,5 bd | 3.25 ba,"4,390",$344,0,No,No,None,Average,18,0,18,2,6/30/2014,3.25,"4,390","11,250",0,0,3,"4,390",0,2007,8442 SE 36th St,Mercer Island,WA 98040
1020 15Th Ave E,Seattle,WA,98112,"$1,506,000",4,3 1/4,4 bd | 3.25 ba,"3,660",$411,0,No,Yes,None,Average,116,1995,30,2.5,5/21/2014,3.25,"3,660","5,800",0,0,3,"3,360",300,1909,1020 15th Ave E,Seattle,WA 98112
1905 33Rd Ave S,Seattle,WA,98144,"$1,505,000",4,3 1/2,4 bd | 3.5 ba,"3,480",$432,0,No,Yes,None,Average,99,2010,15,2,6/1/2014,3.50,"3,480","7,232",0,0,3,"2,580",900,1926,1905 33rd Ave S,Seattle,WA 98144
619 9Th Ave,Kirkland,WA,98033,"$1,485,000",4,3 3/4,4 bd | 3.75 ba,"4,030",$368,0,No,No,None,Average,19,0,19,2,6/12/2014,3.75,"4,030","10,800",0,0,3,"4,030",0,2006,619 9th Ave,Kirkland,WA 98033
1206 9Th Ave W,Seattle,WA,98119,"$1,465,000",6,4 1/2,6 bd | 4.5 ba,"4,230",$346,0,No,Yes,Great,Good,109,0,109,2,7/9/2014,4.50,"4,230","6,420",0,3,4,"2,360","1,870",1916,1206 9th Ave W,Seattle,WA 98119
1116 33Rd Ave S,Seattle,WA,98144,"$1,462,497",5,3 1/4,5 bd | 3.25 ba,"3,840",$381,0,No,Yes,Great,Average,17,0,17,3,6/20/2014,3.25,"3,840","4,800",0,3,3,"2,750","1,090",2008,1116 33rd Ave S,Seattle,WA 98144
410 Wheeler St,Seattle,WA,98109,"$1,450,000",4,3 1/4,4 bd | 3.25 ba,"3,770",$385,0,No,Yes,None,Excellent,100,0,100,2,7/7/2014,3.25,"3,770","4,103",0,0,5,"2,710","1,060",1925,410 Wheeler St,Seattle,WA 98109
2720 Boyer Ave E,Seattle,WA,98102,"$1,440,000",3,3 1/2,3 bd | 3.5 ba,"3,870",$372,0,No,Yes,None,Average,23,0,23,2,6/19/2014,3.50,"3,870","3,819",0,0,3,"2,760","1,110",2002,2720 Boyer Ave E,Seattle,WA 98102
2611 1St Ave N,Seattle,WA,98109,"$1,425,000",4,4 1/4,4 bd | 4.25 ba,"4,960",$287,0,No,Yes,None,Average,116,2003,22,2.5,5/29/2014,4.25,"4,960","6,000",0,0,3,"3,680","1,280",1909,2611 1st Ave N,Seattle,WA 98109
6324 160Th Pl Se,Bellevue,WA,98006,"$1,415,000",4,5 1/4,4 bd | 5.25 ba,"4,670",$303,1,No,No,None,Average,36,0,36,2,6/5/2014,5.25,"4,670","43,950",0,0,3,"4,670",0,1989,6324 160th Pl SE,Bellevue,WA 98006
4631 Somerset Ave Se,Bellevue,WA,98006,"$1,411,600",2,2 1/2,2 bd | 2.5 ba,"3,180",$444,0,No,Yes,Excellent,Excellent,40,0,40,2,7/2/2014,2.50,"3,180","9,400",0,4,5,"2,610",570,1985,4631 Somerset Ave SE,Bellevue,WA 98006
2520 Medina Cir,Medina,WA,98039,"$1,410,000",4,2 1/4,4 bd | 2.25 ba,"3,250",$434,0,No,No,None,Average,46,2014,11,2,6/26/2014,2.25,"3,250","16,684",0,0,3,"3,250",0,1979,2520 Medina Cir,Medina,WA 98039
10635 Se 2Nd St,Bellevue,WA,98004,"$1,405,000",4,3 1/2,4 bd | 3.5 ba,"3,410",$412,0,No,No,None,Average,17,0,17,2,5/19/2014,3.50,"3,410","10,769",0,0,3,"3,410",0,2008,10635 SE 2nd St,Bellevue,WA 98004
5700-5798 Sw Hinds St,Seattle,WA,98116,"$1,400,000",4,3 1/4,4 bd | 3.25 ba,"4,700",$298,0,No,Yes,Excellent,Average,20,0,20,1,5/28/2014,3.25,"4,700","9,160",0,4,3,"2,520","2,180",2005,5700-5798 SW Hinds St,Seattle,WA 98116
2340 Magnolia Blvd W,Seattle,WA,98199,"$1,400,000",3,2  ,3 bd | 2. ba,"2,020",$693,0,No,Yes,Great,Average,88,1999,26,1.5,6/18/2014,2.00,"2,020","5,500",0,3,3,"1,790",230,1937,2340 Magnolia Blvd W,Seattle,WA 98199
3115 S Norman St,Seattle,WA,98144,"$1,400,000",4,3 1/4,4 bd | 3.25 ba,"2,980",$470,0,No,Yes,Great,Average,125,2014,11,2,5/28/2014,3.25,"2,980","7,000",0,3,3,"2,140",840,1900,3115 S Norman St,Seattle,WA 98144
316 Lake Washington Blvd S,Seattle,WA,98144,"$1,400,000",3,2 1/2,3 bd | 2.5 ba,"2,550",$549,0,No,No,Good,Average,44,2013,12,2,5/14/2014,2.50,"2,550","7,200",0,2,3,"2,550",0,1981,316 Lake Washington Blvd S,Seattle,WA 98144
2278 72Nd Ave Se,Mercer Island,WA,98040,"$1,400,000",5,4 1/4,5 bd | 4.25 ba,"3,530",$397,0,No,No,None,Average,24,0,24,2,5/13/2014,4.25,"3,530","7,924",0,0,3,"3,530",0,2001,2278 72nd Ave SE,Mercer Island,WA 98040
6515 112Th Ave Ne,Kirkland,WA,98033,"$1,399,950",4,2 3/4,4 bd | 2.75 ba,"3,870",$362,0,No,No,None,Average,20,0,20,2,6/18/2014,2.75,"3,870","10,046",0,0,3,"3,870",0,2005,6515 112th Ave NE,Kirkland,WA 98033
3418 96Th Ave Ne,Clyde Hill,WA,98004,"$1,388,000",4,3  ,4 bd | 3. ba,"4,040",$344,0,No,Yes,None,Average,53,2001,24,1,6/26/2014,3.00,"4,040","20,001",0,0,3,"2,020","2,020",1972,3418 96th Ave NE,Clyde Hill,WA 98004
2855 36Th Ave W,Seattle,WA,98199,"$1,387,800",3,3  ,3 bd | 3. ba,"2,480",$560,0,No,Yes,Great,Average,75,2005,20,2,6/26/2014,3.00,"2,480","5,500",0,3,3,"1,730",750,1950,2855 36th Ave W,Seattle,WA 98199
4600-4748 136Th Ave Se,Bellevue,WA,98006,"$1,385,000",6,2 3/4,6 bd | 2.75 ba,"5,700",$243,0,No,Yes,Excellent,Good,48,0,48,1,5/30/2014,2.75,"5,700","20,000",0,4,4,"2,850","2,850",1977,4600-4748 136th Ave SE,Bellevue,WA 98006
17892 Se 58Th Pl,Bellevue,WA,98006,"$1,384,000",4,3 1/4,4 bd | 3.25 ba,"4,290",$323,0,No,Yes,Great,Average,28,0,28,1,6/18/2014,3.25,"4,290","12,103",0,3,3,"2,690","1,600",1997,17892 SE 58th Pl,Bellevue,WA 98006
4646 88Th Ave Se,Mercer Island,WA,98040,"$1,381,000",4,3 3/4,4 bd | 3.75 ba,"3,160",$437,0,No,No,None,Average,28,0,28,2.5,5/27/2014,3.75,"3,160","9,525",0,0,3,"3,160",0,1997,4646 88th Ave SE,Mercer Island,WA 98040
6827 36Th Ave Nw,Seattle,WA,98117,"$1,370,000",2,2 1/4,2 bd | 2.25 ba,"2,460",$557,0,No,Yes,Excellent,Good,89,0,89,1.5,6/6/2014,2.25,"2,460","16,940",0,4,4,"1,930",530,1936,6827 36th Ave NW,Seattle,WA 98117
5564 169Th Pl Se,Bellevue,WA,98006,"$1,365,000",5,3 1/2,5 bd | 3.5 ba,"4,210",$324,0,No,No,Great,Average,30,0,30,2,6/11/2014,3.50,"4,210","17,258",0,3,3,"4,210",0,1995,5564 169th Pl SE,Bellevue,WA 98006
3832 43Rd Ave Ne,Seattle,WA,98105,"$1,365,000",3,2 1/2,3 bd | 2.5 ba,"2,090",$653,0,No,No,None,Good,97,0,97,1.5,5/30/2014,2.50,"2,090","6,000",0,0,4,"2,090",0,1928,3832 43rd Ave NE,Seattle,WA 98105
22701 Ne 57Th Ct,Redmond,WA,98053,"$1,360,000",4,3  ,4 bd | 3. ba,"5,430",$250,3,No,No,None,Good,38,0,38,2,7/7/2014,3.00,"5,430","108,900",0,0,4,"5,430",0,1987,22701 NE 57th Ct,Redmond,WA 98053
3017 42Nd Ave W,Seattle,WA,98199,"$1,356,925",4,3 1/2,4 bd | 3.5 ba,"4,270",$318,0,No,Yes,Great,Excellent,88,0,88,2,7/1/2014,3.50,"4,270","5,800",0,3,5,"3,170","1,100",1937,3017 42nd Ave W,Seattle,WA 98199
15317 Se 58Th St,Bellevue,WA,98006,"$1,355,000",4,3 1/2,4 bd | 3.5 ba,"3,550",$382,0,No,Yes,Good,Average,26,0,26,1,7/9/2014,3.50,"3,550","11,000",0,2,3,"2,260","1,290",1999,15317 SE 58th St,Bellevue,WA 98006
1602 5Th Ave N,Seattle,WA,98109,"$1,355,000",3,1 1/2,3 bd | 1.5 ba,"2,680",$506,0,No,Yes,Good,Excellent,112,0,112,2,6/25/2014,1.50,"2,680","4,775",0,2,5,"1,880",800,1913,1602 5th Ave N,Seattle,WA 98109
9213 Se 68Th St,Mercer Island,WA,98040,"$1,350,000",4,3 1/4,4 bd | 3.25 ba,"3,300",$409,0,No,No,None,Excellent,40,0,40,2,6/9/2014,3.25,"3,300","15,907",0,0,5,"3,300",0,1985,9213 SE 68th St,Mercer Island,WA 98040
9640 Ne 32Nd St,Clyde Hill,WA,98004,"$1,346,400",5,1 3/4,5 bd | 1.75 ba,"3,380",$398,0,No,Yes,None,Good,62,0,62,1,5/12/2014,1.75,"3,380","20,021",0,0,4,"1,690","1,690",1963,9640 NE 32nd St,Clyde Hill,WA 98004
1120 33Rd Ave S,Seattle,WA,98144,"$1,340,000",4,3 1/2,4 bd | 3.5 ba,"3,190",$420,0,No,Yes,Great,Average,22,0,22,2,6/26/2014,3.50,"3,190","5,040",0,3,3,"2,160","1,030",2003,1120 33rd Ave S,Seattle,WA 98144
9426 Se 52Nd St,Mercer Island,WA,98040,"$1,339,000",4,2 1/2,4 bd | 2.5 ba,"4,250",$315,0,No,Yes,Good,Good,53,0,53,2,6/9/2014,2.50,"4,250","19,387",0,2,4,"3,260",990,1972,9426 SE 52nd St,Mercer Island,WA 98040
1415 108Th Ave Se,Bellevue,WA,98004,"$1,337,044",4,3 1/2,4 bd | 3.5 ba,"4,280",$312,0,No,No,None,Average,20,0,20,2,6/6/2014,3.50,"4,280","9,583",0,0,3,"4,280",0,2005,1415 108th Ave SE,Bellevue,WA 98004
1024 15Th Ave E,Seattle,WA,98112,"$1,335,000",5,2 1/4,5 bd | 2.25 ba,"4,200",$318,0,No,Yes,None,Good,119,1990,35,2.5,6/13/2014,2.25,"4,200","5,800",0,0,4,"2,910","1,290",1906,1024 15th Ave E,Seattle,WA 98112
1228 9Th Ave W,Seattle,WA,98119,"$1,330,000",3,1 1/2,3 bd | 1.5 ba,"1,940",$686,0,No,No,Good,Average,125,2005,20,1.5,6/25/2014,1.50,"1,940","2,885",0,2,3,"1,940",0,1900,1228 9th Ave W,Seattle,WA 98119
3524 Nw 67Th St,Seattle,WA,98117,"$1,325,000",4,3  ,4 bd | 3. ba,"3,370",$393,0,No,Yes,Great,Average,37,2000,25,1,5/23/2014,3.00,"3,370","7,920",0,3,3,"1,860","1,510",1988,3524 NW 67th St,Seattle,WA 98117
2154-2398 94Th Ave Ne,Clyde Hill,WA,98004,"$1,325,000",5,2 1/4,5 bd | 2.25 ba,"3,200",$414,0,No,Yes,None,Average,60,1993,32,1,6/12/2014,2.25,"3,200","20,158",0,0,3,"1,600","1,600",1965,2154-2398 94th Ave NE,Clyde Hill,WA 98004
Se 21St Ct,Sammamish,WA,98075,"$1,325,000",4,4  ,4 bd | 4. ba,"4,420",$300,0,No,No,None,Average,12,1923,102,2,6/17/2014,4.00,"4,420","16,526",0,0,3,"4,420",0,2013,SE 21st Ct,Sammamish,WA 98075
400 W Highland Dr,Seattle,WA,98119,"$1,325,000",4,2 1/2,4 bd | 2.5 ba,"2,440",$543,0,No,No,None,Good,123,0,123,2.5,6/19/2014,2.50,"2,440","3,600",0,0,4,"2,440",0,1902,400 W Highland Dr,Seattle,WA 98119
6133 160Th Ave Se,Bellevue,WA,98006,"$1,320,000",4,3 1/2,4 bd | 3.5 ba,"4,410",$299,1,No,No,None,Average,36,0,36,2,6/20/2014,3.50,"4,410","36,200",0,0,3,"4,410",0,1989,6133 160th Ave SE,Bellevue,WA 98006
2346 N 59Th St,Seattle,WA,98103,"$1,315,000",4,3 1/2,4 bd | 3.5 ba,"3,460",$380,0,No,Yes,None,Average,21,2003,22,2,5/12/2014,3.50,"3,460","3,997",0,0,3,"2,560",900,2004,2346 N 59th St,Seattle,WA 98103
18051 Normandy Terrace Sw,Normandy Park,WA,98166,"$1,309,500",4,2 1/2,4 bd | 2.5 ba,"2,680",$489,0,Yes,Yes,Excellent,Average,69,2001,24,1,6/30/2014,2.50,"2,680","12,215",1,4,3,"1,590","1,090",1956,18051 Normandy Terrace SW,Normandy Park,WA 98166
7732 Seward Park Ave S,Seattle,WA,98118,"$1,309,500",4,4 1/2,4 bd | 4.5 ba,"4,750",$276,0,No,Yes,Good,Average,20,0,20,2,6/19/2014,4.50,"4,750","13,912",0,2,3,"3,600","1,150",2005,7732 Seward Park Ave S,Seattle,WA 98118
2306 Halleck Ave Sw,Seattle,WA,98116,"$1,300,000",6,4 1/2,6 bd | 4.5 ba,"3,902",$333,0,No,Yes,Excellent,Good,48,0,48,3,6/5/2014,4.50,"3,902","3,880",0,4,4,"2,782","1,120",1977,2306 Halleck Ave SW,Seattle,WA 98116
1645 30Th Ave Ne,Issaquah,WA,98029,"$1,300,000",4,4  ,4 bd | 4. ba,"4,270",$304,0,No,Yes,Great,Average,21,2003,22,2,6/6/2014,4.00,"4,270","6,002",0,3,3,"3,180","1,090",2004,1645 30th Ave NE,Issaquah,WA 98029
731 Mcgilvra Blvd E,Seattle,WA,98112,"$1,300,000",4,3 1/4,4 bd | 3.25 ba,"2,330",$558,0,No,No,Great,Average,107,0,107,2,5/12/2014,3.25,"2,330","9,687",0,3,3,"2,330",0,1918,731 McGilvra Blvd E,Seattle,WA 98112
2617 W Barrett St,Seattle,WA,98199,"$1,300,000",5,4  ,5 bd | 4. ba,"3,366",$386,0,No,Yes,Good,Average,88,1999,26,2.5,6/20/2014,4.00,"3,366","7,800",0,2,3,"2,966",400,1937,2617 W Barrett St,Seattle,WA 98199
1509 85Th Ave Ne,Clyde Hill,WA,98004,"$1,300,000",4,1 3/4,4 bd | 1.75 ba,"2,610",$498,0,No,No,None,Good,59,0,59,1,7/2/2014,1.75,"2,610","21,600",0,0,4,"2,610",0,1966,1509 85th Ave NE,Clyde Hill,WA 98004
5830 246Th Pl Ne,Redmond,WA,98053,"$1,300,000",4,3 1/2,4 bd | 3.5 ba,"4,380",$297,2,No,No,None,Average,24,0,24,1,5/20/2014,3.50,"4,380","74,052",0,0,3,"4,380",0,2001,5830 246th Pl NE,Redmond,WA 98053
186 34Th Ave E,Seattle,WA,98112,"$1,300,000",4,2 1/4,4 bd | 2.25 ba,"2,360",$551,0,No,No,None,Average,12,1923,102,2,7/7/2014,2.25,"2,360","4,000",0,0,3,"2,360",0,2013,186 34th Ave E,Seattle,WA 98112
4510 89Th Ave Se,Mercer Island,WA,98040,"$1,298,000",4,3 1/2,4 bd | 3.5 ba,"2,790",$465,0,No,No,None,Excellent,40,0,40,1.5,6/3/2014,3.50,"2,790","10,125",0,0,5,"2,790",0,1985,4510 89th Ave SE,Mercer Island,WA 98040
5529 Wallingford Ave N,Seattle,WA,98103,"$1,297,000",6,2 3/4,6 bd | 2.75 ba,"2,630",$493,0,No,Yes,None,Excellent,125,0,125,2,7/1/2014,2.75,"2,630","9,420",0,0,5,"2,510",120,1900,5529 Wallingford Ave N,Seattle,WA 98103
2425 3Rd Ave W,Seattle,WA,98119,"$1,288,333",6,4 1/2,6 bd | 4.5 ba,"3,830",$336,0,No,Yes,None,Average,106,2004,21,3,7/2/2014,4.50,"3,830","4,800",0,0,3,"3,050",780,1919,2425 3rd Ave W,Seattle,WA 98119
5726 61St Ave Ne,Seattle,WA,98105,"$1,285,000",4,2 1/2,4 bd | 2.5 ba,"3,240",$397,0,No,Yes,None,Average,79,0,79,1,5/28/2014,2.50,"3,240","10,800",0,0,3,"2,260",980,1946,5726 61st Ave NE,Seattle,WA 98105
1730 Walnut Ave Sw,Seattle,WA,98116,"$1,280,000",4,2 1/2,4 bd | 2.5 ba,"3,160",$405,0,No,Yes,Excellent,Average,108,2005,20,1.5,7/6/2014,2.50,"3,160","4,620",0,4,3,"2,020","1,140",1917,1730 Walnut Ave SW,Seattle,WA 98116
17069 Se 65Th Pl,Bellevue,WA,98006,"$1,280,000",4,3 1/2,4 bd | 3.5 ba,"4,660",$275,0,No,No,Good,Average,22,0,22,2,6/25/2014,3.50,"4,660","17,398",0,2,3,"4,660",0,2003,17069 SE 65th Pl,Bellevue,WA 98006
1622 38Th Ave E,Seattle,WA,98112,"$1,280,000",4,3 1/2,4 bd | 3.5 ba,"3,010",$425,0,No,Yes,None,Average,26,0,26,2,6/6/2014,3.50,"3,010","3,600",0,0,3,"2,370",640,1999,1622 38th Ave E,Seattle,WA 98112
3014 Nw Esplanade,Seattle,WA,98117,"$1,275,000",4,2  ,4 bd | 2. ba,"2,850",$447,0,No,Yes,Excellent,Good,55,0,55,1,5/20/2014,2.00,"2,850","7,861",0,4,4,"1,450","1,400",1970,3014 NW Esplanade,Seattle,WA 98117
17002 Se 14Th Ln,Bellevue,WA,98008,"$1,275,000",3,2 1/2,3 bd | 2.5 ba,"3,870",$329,1,No,No,Great,Average,28,0,28,2,7/7/2014,2.50,"3,870","46,609",0,3,3,"3,870",0,1997,17002 SE 14th Ln,Bellevue,WA 98008
4468 158Th Ave Se,Bellevue,WA,98006,"$1,270,000",4,3  ,4 bd | 3. ba,"5,520",$230,0,No,Yes,Great,Average,17,0,17,2,5/16/2014,3.00,"5,520","8,313",0,3,3,"3,570","1,950",2008,4468 158th Ave SE,Bellevue,WA 98006
8726 Ne 11Th St,Bellevue,WA,98004,"$1,270,000",5,2 1/2,5 bd | 2.5 ba,"3,200",$397,0,No,Yes,None,Average,73,2008,17,1,6/4/2014,2.50,"3,200","17,204",0,0,3,"2,160","1,040",1952,8726 NE 11th St,Bellevue,WA 98004
10442 Se 13Th St,Bellevue,WA,98004,"$1,264,000",4,3 3/4,4 bd | 3.75 ba,"3,490",$362,0,No,No,None,Average,13,1912,113,2,5/12/2014,3.75,"3,490","9,170",0,0,3,"3,490",0,2012,10442 SE 13th St,Bellevue,WA 98004
8551 Se 80Th St,Mercer Island,WA,98040,"$1,256,500",4,2 1/2,4 bd | 2.5 ba,"3,150",$399,0,No,No,None,Good,59,0,59,2,5/30/2014,2.50,"3,150","13,700",0,0,4,"3,150",0,1966,8551 SE 80th St,Mercer Island,WA 98040
5038 48Th Ave Ne,Seattle,WA,98105,"$1,255,000",4,2 1/2,4 bd | 2.5 ba,"3,200",$392,0,No,No,None,Average,19,0,19,2,5/15/2014,2.50,"3,200","7,535",0,0,3,"3,200",0,2006,5038 48th Ave NE,Seattle,WA 98105
5118 Sw Waite St,Seattle,WA,98116,"$1,250,000",3,3  ,3 bd | 3. ba,"3,760",$332,0,No,Yes,Great,Good,115,0,115,2.5,6/26/2014,3.00,"3,760","8,500",0,3,4,"3,060",700,1910,5118 SW Waite St,Seattle,WA 98116
2440 Magnolia Blvd W,Seattle,WA,98199,"$1,250,000",4,2 1/2,4 bd | 2.5 ba,"2,920",$428,0,No,Yes,Great,Average,68,2000,25,1,7/9/2014,2.50,"2,920","5,500",0,3,3,"2,030",890,1957,2440 Magnolia Blvd W,Seattle,WA 98199
13 Cascade Key,Bellevue,WA,98006,"$1,250,000",4,2 1/2,4 bd | 2.5 ba,"3,220",$388,0,No,Yes,None,Excellent,52,0,52,1,6/24/2014,2.50,"3,220","15,600",0,0,5,"1,680","1,540",1973,13 Cascade Key,Bellevue,WA 98006
7325 86Th Ave Se,Mercer Island,WA,98040,"$1,250,000",5,3 1/4,5 bd | 3.25 ba,"3,160",$396,0,No,No,None,Excellent,53,0,53,2,6/2/2014,3.25,"3,160","13,238",0,0,5,"3,160",0,1972,7325 86th Ave SE,Mercer Island,WA 98040
6151 168Th Pl Se,Bellevue,WA,98006,"$1,240,000",5,3 1/2,5 bd | 3.5 ba,"5,430",$228,0,No,Yes,Good,Average,18,0,18,2,7/9/2014,3.50,"5,430","10,327",0,2,3,"4,010","1,420",2007,6151 168th Pl SE,Bellevue,WA 98006
16659 Se 69Th Way,Bellevue,WA,98006,"$1,240,000",7,5 1/2,7 bd | 5.5 ba,"6,630",$187,0,No,Yes,None,Average,21,2003,22,2,6/20/2014,5.50,"6,630","13,782",0,0,3,"4,930","1,700",2004,16659 SE 69th Way,Bellevue,WA 98006
1037 106Th Ave Se,Bellevue,WA,98004,"$1,240,000",4,3 1/2,4 bd | 3.5 ba,"3,820",$325,0,No,Yes,None,Average,35,2009,16,2,6/19/2014,3.50,"3,820","13,224",0,0,3,"3,280",540,1990,1037 106th Ave SE,Bellevue,WA 98004
16416 Ne 40Th St,Redmond,WA,98052,"$1,240,000",5,4  ,5 bd | 4. ba,"4,410",$281,0,No,No,None,Average,19,0,19,2,6/12/2014,4.00,"4,410","14,380",0,0,3,"4,410",0,2006,16416 NE 40th St,Redmond,WA 98052
4007 48Th Ave Ne,Seattle,WA,98105,"$1,240,000",5,3  ,5 bd | 3. ba,"2,830",$438,0,No,Yes,None,Average,102,1998,27,2,6/10/2014,3.00,"2,830","7,500",0,0,3,"2,460",370,1923,4007 48th Ave NE,Seattle,WA 98105
6851 51St Ave Ne,Seattle,WA,98115,"$1,234,582",5,3 1/4,5 bd | 3.25 ba,"3,240",$381,0,No,Yes,Excellent,Good,86,1989,36,1.5,6/20/2014,3.25,"3,240","6,551",0,4,4,"2,500",740,1939,6851 51st Ave NE,Seattle,WA 98115
9329 Se Shoreland Dr,Bellevue,WA,98004,"$1,230,000",3,1 3/4,3 bd | 1.75 ba,"2,200",$559,0,No,No,Fair,Average,77,2003,22,1.5,6/30/2014,1.75,"2,200","14,630",0,1,3,"2,200",0,1948,9329 SE Shoreland Dr,Bellevue,WA 98004
7024 Se 20Th St,Mercer Island,WA,98040,"$1,230,000",4,2 1/2,4 bd | 2.5 ba,"3,040",$405,0,No,No,None,Average,24,0,24,2,6/10/2014,2.50,"3,040","7,000",0,0,3,"3,040",0,2001,7024 SE 20th St,Mercer Island,WA 98040
14203 Ne 40Th Pl,Bellevue,WA,98007,"$1,229,000",4,3 1/2,4 bd | 3.5 ba,"3,770",$326,1,No,Yes,None,Average,36,0,36,2,6/25/2014,3.50,"3,770","37,034",0,0,3,"2,830",940,1989,14203 NE 40th Pl,Bellevue,WA 98007
20709 Se 4Th St,Sammamish,WA,98074,"$1,228,000",4,2 1/2,4 bd | 2.5 ba,"5,730",$214,1,No,Yes,Excellent,Average,34,0,34,2,6/12/2014,2.50,"5,730","44,947",0,4,3,"4,280","1,450",1991,20709 SE 4th St,Sammamish,WA 98074
8434 W Mercer Way,Mercer Island,WA,98040,"$1,225,000",4,2 1/4,4 bd | 2.25 ba,"3,070",$399,0,No,Yes,Great,Average,49,0,49,1,5/12/2014,2.25,"3,070","16,028",0,3,3,"1,870","1,200",1976,8434 W Mercer Way,Mercer Island,WA 98040
2557 Medina Cir,Medina,WA,98039,"$1,225,000",4,2 1/2,4 bd | 2.5 ba,"2,740",$447,0,No,No,None,Average,41,0,41,2,6/9/2014,2.50,"2,740","16,007",0,0,3,"2,740",0,1984,2557 Medina Cir,Medina,WA 98039
25005 Ne Patterson Way,Redmond,WA,98053,"$1,225,000",4,4 1/2,4 bd | 4.5 ba,"5,420",$226,2,No,Yes,None,Average,24,0,24,1,5/12/2014,4.50,"5,420","101,930",0,0,3,"3,890","1,530",2001,25005 NE Patterson Way,Redmond,WA 98053
4531 205Th Pl Ne,Sammamish,WA,98074,"$1,222,500",4,3 1/2,4 bd | 3.5 ba,"4,910",$249,0,No,Yes,None,Average,18,0,18,1.5,5/14/2014,3.50,"4,910","9,444",0,0,3,"3,110","1,800",2007,4531 205th Pl NE,Sammamish,WA 98074
2433 1St Ave N,Seattle,WA,98109,"$1,220,000",4,2 1/2,4 bd | 2.5 ba,"3,240",$377,0,No,Yes,None,Average,17,0,17,2,5/21/2014,2.50,"3,240","3,600",0,0,3,"2,060","1,180",2008,2433 1st Ave N,Seattle,WA 98109
2551 5Th Ave N,Seattle,WA,98109,"$1,220,000",4,3 3/4,4 bd | 3.75 ba,"3,520",$347,0,No,Yes,None,Excellent,112,0,112,1.5,6/23/2014,3.75,"3,520","3,944",0,0,5,"2,200","1,320",1913,2551 5th Ave N,Seattle,WA 98109
4625 Somerset Dr Se,Bellevue,WA,98006,"$1,216,000",4,2 1/2,4 bd | 2.5 ba,"3,190",$381,0,No,Yes,Great,Excellent,58,0,58,1,5/19/2014,2.50,"3,190","8,684",0,3,5,"1,680","1,510",1967,4625 Somerset Dr SE,Bellevue,WA 98006
14511 164Th Ave Ne,Woodinville,WA,98072,"$1,215,000",4,3 3/4,4 bd | 3.75 ba,"3,820",$318,1,No,No,None,Average,31,0,31,1,6/24/2014,3.75,"3,820","53,574",0,0,3,"3,820",0,1994,14511 164th Ave NE,Woodinville,WA 98072
16864 Se 57Th Pl,Bellevue,WA,98006,"$1,212,500",4,3 1/2,4 bd | 3.5 ba,"4,560",$266,0,No,Yes,Great,Average,30,0,30,1,5/20/2014,3.50,"4,560","16,643",0,3,3,"2,230","2,330",1995,16864 SE 57th Pl,Bellevue,WA 98006
4911 Ne 65Th St,Seattle,WA,98115,"$1,210,000",4,2 3/4,4 bd | 2.75 ba,"3,650",$332,0,No,Yes,Good,Good,74,2003,22,2,5/28/2014,2.75,"3,650","6,982",0,2,4,"2,530","1,120",1951,4911 NE 65th St,Seattle,WA 98115
