Address,City,State,Zip,Price,Bedrooms,Bathrooms,Living Area (SqFt),Price per SqFt,Lot Size (Acres),Waterfront,Basement,View,Condition,Home Age,Year Renovated,Years Since Update,Floors,,
4625 Somerset Dr Se,Bellevue,WA,98006,"$1,216,000",4.00,3,"3,190",$381 ,0,No,Yes,Great,Excellent,58,0,58,1,,
14511 164Th Ave Ne,Woodinville,WA,98072,"$1,215,000",4.00,4,"3,820",$318 ,1,No,No,None,Average,31,0,31,1,,
16864 Se 57Th Pl,Bellevue,WA,98006,"$1,212,500",4.00,4,"4,560",$266 ,0,No,Yes,Great,Average,30,0,30,1,,
4911 Ne 65Th St,Seattle,WA,98115,"$1,210,000",4.00,3,"3,650",$332 ,0,No,Yes,Good,Good,74,2003,22,2,,
4908 32Nd Ave Ne,Seattle,WA,98105,"$1,205,000",4.00,4,"3,150",$383 ,0,No,No,None,Average,11,0,11,2,,
3603 W Mercer Way,Mercer Island,WA,98040,"$1,200,000",3.00,2,"1,560",$769 ,0,Yes,No,Excellent,Good,97,0,97,1.5,,
15527 Se 79Th Pl,Newcastle,WA,98059,"$1,200,000",4.00,2,"3,990",$301 ,0,No,No,None,Average,19,0,19,2,,
8264 154Th Ave Se,Newcastle,WA,98059,"$1,200,000",4.00,4,"4,170",$288 ,0,No,No,None,Average,21,2003,22,2,,
19933 Ne 85Th St,Redmond,WA,98053,"$1,200,000",4.00,4,"4,740",$253 ,4,No,No,None,Average,22,0,22,2,,
124 Ne 60Th St,Seattle,WA,98115,"$1,200,000",4.00,3,"2,700",$444 ,0,No,No,None,Average,21,2003,22,2,,
420 17Th Ave E,Seattle,WA,98112,"$1,200,000",4.00,2,"2,120",$566 ,0,No,No,None,Average,120,2010,15,2,,
2303 E Valley St,Seattle,WA,98112,"$1,198,000",4.00,4,"3,400",$352 ,0,No,Yes,None,Average,17,0,17,2.5,,
5912 83Rd Pl Se,Mercer Island,WA,98040,"$1,195,000",5.00,3,"3,650",$327 ,0,No,Yes,None,Excellent,56,0,56,2,,
7657-7801 E Mercer Way,Mercer Island,WA,98040,"$1,195,000",5.00,3,"3,420",$349 ,0,No,Yes,None,Average,73,2005,20,2,,
2905 25Th Ave W,Seattle,WA,98199,"$1,195,000",4.00,4,"3,960",$302 ,0,No,Yes,None,Average,19,0,19,2,,
2009 4Th Ave N,Seattle,WA,98109,"$1,190,000",4.00,3,"2,240",$531 ,0,No,Yes,None,Good,111,1945,80,1.5,,
723 16Th Ave E,Seattle,WA,98112,"$1,185,001",3.00,3,"2,500",$474 ,0,No,No,None,Excellent,120,0,120,2,,
13204 Ne 45Th St,Bellevue,WA,98005,"$1,185,000",3.00,2,"2,760",$429 ,1,No,No,None,Excellent,47,0,47,2,,
7344 50Th Ave Ne,Seattle,WA,98115,"$1,184,000",4.00,3,"3,200",$370 ,0,No,Yes,Fair,Excellent,77,1985,40,1.5,,
1015 36Th Ave E,Seattle,WA,98112,"$1,180,500",3.00,2,"1,610",$733 ,0,No,Yes,None,Average,52,2013,12,1,,
810 5Th St,Kirkland,WA,98033,"$1,180,000",5.00,4,"3,630",$325 ,0,No,Yes,None,Average,21,2003,22,1.5,,
5923 Beach Dr Sw,Seattle,WA,98136,"$1,175,000",3.00,3,"1,970",$596 ,1,Yes,Yes,Excellent,Average,88,1998,27,1,,
4506 Lake Washington Blvd Ne,Kirkland,WA,98033,"$1,170,000",3.00,3,"2,890",$405 ,0,No,Yes,Great,Good,38,0,38,2,,
1915 107Th Ave Se,Bellevue,WA,98004,"$1,170,000",4.00,3,"2,570",$455 ,0,No,No,None,Average,25,0,25,2,,
3809 E Alder St,Seattle,WA,98122,"$1,165,000",3.00,3,"3,790",$307 ,0,No,Yes,None,Average,36,0,36,2,,
13128 Se Newport Way,Bellevue,WA,98006,"$1,160,000",4.00,4,"4,680",$248 ,0,No,Yes,None,Average,20,0,20,2,,
1226 22Nd Ave E,Seattle,WA,98112,"$1,157,400",3.00,3,"2,740",$422 ,0,No,No,Good,Average,112,1992,33,2,,
2244 West Lake Sammamish Pkwy Ne,Redmond,WA,98052,"$1,150,000",3.00,2,"2,170",$530 ,0,Yes,Yes,Good,Average,46,2014,11,1,,
16123 Se 44Th Way,Bellevue,WA,98006,"$1,150,000",3.00,3,"3,830",$300 ,1,No,No,None,Average,34,0,34,2,,
9824 Ne 13Th St,Bellevue,WA,98004,"$1,150,000",3.00,3,"2,850",$404 ,0,No,Yes,None,Good,71,1979,46,1,,
4616 252Nd Ave Se,Issaquah,WA,98029,"$1,150,000",6.00,5,"6,040",$190 ,5,No,Yes,None,Average,29,0,29,2,,
10640 Ne 46Th St,Kirkland,WA,98033,"$1,150,000",4.00,3,"3,340",$344 ,0,No,No,None,Average,29,0,29,2,,
409 20Th Ave,Kirkland,WA,98033,"$1,150,000",5.00,3,"3,580",$321 ,0,No,No,None,Average,25,0,25,2,,
2942 222Nd Pl Se,Sammamish,WA,98075,"$1,150,000",3.00,2,"2,110",$545 ,0,No,No,None,Excellent,46,0,46,2,,
6310 Fairway Pl Se,Snoqualmie,WA,98065,"$1,149,000",4.00,3,"5,940",$193 ,0,No,Yes,Excellent,Average,21,2003,22,2,,
2407 4Th Ave N,Seattle,WA,98109,"$1,145,000",3.00,3,"2,490",$460 ,0,No,Yes,None,Excellent,107,0,107,2,,
2800-2998 194Th Ave Se,Sammamish,WA,98075,"$1,140,000",3.00,3,"2,780",$410 ,1,No,Yes,Fair,Good,56,0,56,1.5,,
15445 Ne 144Th Pl,Woodinville,WA,98072,"$1,140,000",4.00,2,"3,310",$344 ,3,No,No,None,Excellent,101,1956,69,2,,
19100 Se 174Th St,Renton,WA,98058,"$1,135,250",5.00,4,"7,320",$155 ,5,No,No,None,Average,33,0,33,2,,
16903 246Th Ave Ne,Woodinville,WA,98077,"$1,135,000",6.00,4,"6,900",$164 ,6,No,Yes,None,Good,23,0,23,2,,
18125 Brittany Dr Sw,Normandy Park,WA,98166,"$1,131,000",3.00,2,"2,790",$405 ,0,No,No,Great,Average,19,0,19,1,,
10022 Ne 110Th St,Kirkland,WA,98033,"$1,130,000",4.00,3,"3,810",$297 ,0,No,Yes,Fair,Average,18,0,18,1,,
709 7Th St S,Kirkland,WA,98033,"$1,127,000",4.00,3,"3,160",$357 ,0,No,No,None,Good,30,0,30,2,,
13800 Se 43Rd St,Bellevue,WA,98006,"$1,126,000",5.00,4,"3,880",$290 ,0,No,Yes,Great,Good,46,0,46,2,,
8016 Meridian Ave N,Seattle,WA,98103,"$1,125,000",6.00,4,"3,010",$374 ,0,No,Yes,None,Average,11,0,11,2,,
2212 N 36Th St,Seattle,WA,98103,"$1,125,000",6.00,3,"2,880",$391 ,0,No,Yes,None,Good,106,1985,40,2,,
15530-15998 61St Ave Ne,Kenmore,WA,98028,"$1,120,000",5.00,3,"4,400",$255 ,0,No,Yes,Great,Excellent,62,0,62,1,,
9827 47Th Ave Sw,Seattle,WA,98136,"$1,120,000",5.00,2,"2,540",$441 ,0,No,Yes,Great,Good,71,1979,46,2,,
14235 160Th Ave Ne,Woodinville,WA,98072,"$1,120,000",4.00,2,"4,470",$251 ,1,No,No,None,Average,37,2000,25,2,,
3108 142Nd Pl Ne,Bellevue,WA,98007,"$1,115,000",4.00,3,"3,180",$351 ,1,No,Yes,None,Good,47,2000,25,1,,
4776 34Th Ave Ne,Seattle,WA,98105,"$1,110,000",5.00,3,"3,350",$331 ,0,No,Yes,None,Good,28,0,28,2,,
1707-1713 3Rd Ave N,Seattle,WA,98109,"$1,105,000",4.00,2,"2,740",$403 ,0,No,Yes,None,Excellent,120,0,120,2,,
4435 140Th Ave Se,Bellevue,WA,98006,"$1,100,000",5.00,3,"2,660",$414 ,0,No,Yes,Excellent,Excellent,56,0,56,1,,
3244 112Th Ave Se,Bellevue,WA,98004,"$1,100,000",3.00,3,"2,200",$500 ,0,No,Yes,Fair,Average,73,2008,17,1,,
7529 Lakemont Dr Ne,Seattle,WA,98115,"$1,100,000",3.00,2,"2,390",$460 ,0,No,No,Fair,Excellent,86,0,86,2,,
5725 251St Ct Ne,Redmond,WA,98053,"$1,100,000",4.00,4,"5,070",$217 ,1,No,No,None,Average,25,0,25,2,,
1532 Mcgilvra Blvd E,Seattle,WA,98112,"$1,100,000",3.00,3,"2,640",$417 ,0,No,Yes,None,Excellent,99,0,99,1.5,,
115 W Raye St,Seattle,WA,98119,"$1,100,000",4.00,4,"2,930",$375 ,0,No,Yes,None,Excellent,100,0,100,1.5,,
11217 Ne 90Th St,Kirkland,WA,98033,"$1,095,000",4.00,3,"3,330",$329 ,0,No,No,None,Good,30,0,30,2,,
2420 30Th Ave W,Seattle,WA,98199,"$1,095,000",4.00,4,"3,530",$310 ,0,No,Yes,None,Excellent,67,0,67,2,,
3063-3103 84Th Ave Se,Mercer Island,WA,98040,"$1,087,500",2.00,2,"2,360",$461 ,0,No,No,None,Average,28,0,28,1.5,,
3107 37Th Pl S,Seattle,WA,98144,"$1,085,000",5.00,3,"2,340",$464 ,0,No,No,None,Good,103,0,103,2,,
13704-13712 209Th Ave Ne,Woodinville,WA,98077,"$1,085,000",4.00,3,"3,740",$290 ,0,No,Yes,None,Average,37,2000,25,1,,
5226 S Morgan St,Seattle,WA,98118,"$1,080,000",3.00,3,"3,890",$278 ,0,No,Yes,Fair,Average,58,2010,15,2,,
16141 Se 45Th Pl,Bellevue,WA,98006,"$1,080,000",4.00,4,"3,990",$271 ,0,No,No,None,Average,17,0,17,2,,
2100 156Th Ave Se,Bellevue,WA,98007,"$1,080,000",3.00,3,"4,910",$220 ,1,No,Yes,None,Good,36,0,36,2,,
2646 168Th Ave Se,Bellevue,WA,98008,"$1,075,000",4.00,3,"3,600",$299 ,0,No,Yes,Excellent,Good,49,1992,33,1,,
6766 Cascade Ave Se,Snoqualmie,WA,98065,"$1,075,000",5.00,5,"5,180",$208 ,0,No,Yes,Good,Average,24,0,24,2,,
3842 Ne 92Nd St,Seattle,WA,98115,"$1,075,000",3.00,3,"3,280",$328 ,0,No,Yes,None,Average,55,2014,11,1,,
6040 164Th Ave Se,Bellevue,WA,98006,"$1,070,000",4.00,3,"3,270",$327 ,1,No,No,None,Average,36,0,36,2,,
14212 Se 92Nd St,Newcastle,WA,98059,"$1,070,000",4.00,4,"4,130",$259 ,0,No,No,None,Average,24,0,24,2,,
4814 University View Pl Ne,Seattle,WA,98105,"$1,070,000",3.00,3,"2,940",$364 ,0,No,Yes,None,Good,37,0,37,2,,
13828 Se 92Nd St,Newcastle,WA,98059,"$1,068,000",5.00,4,"3,990",$268 ,0,No,No,None,Average,24,0,24,2,,
130 97Th Ave Ne,Bellevue,WA,98004,"$1,065,000",2.00,2,"1,890",$563 ,0,No,No,None,Average,38,2000,25,2,,
7811 126Th Ave Ne,Kirkland,WA,98033,"$1,065,000",4.00,4,"4,260",$250 ,0,No,No,None,Average,17,0,17,2,,
1630 204Th Pl Ne,Sammamish,WA,98074,"$1,060,000",4.00,3,"4,570",$232 ,0,No,No,Good,Average,35,2009,16,2,,
6729 Earl Ave Nw,Seattle,WA,98117,"$1,059,500",5.00,3,"3,230",$328 ,0,No,Yes,None,Average,11,0,11,2,,
10441 Se 24Th Pl,Bellevue,WA,98004,"$1,058,000",4.00,2,"2,290",$462 ,0,No,No,None,Good,70,2009,16,1,,
3906 W Briarcliff Ln,Seattle,WA,98199,"$1,054,690",4.00,4,"3,390",$311 ,0,No,Yes,None,Average,11,0,11,2,,
2603 Ne Davis Loop,Issaquah,WA,98029,"$1,051,000",4.00,4,"3,860",$272 ,0,No,No,None,Average,18,0,18,2.5,,
5160 235Th Pl Se,Issaquah,WA,98029,"$1,050,000",4.00,4,"4,390",$239 ,0,No,Yes,Great,Average,22,0,22,2,,
3438-3474 S Charles St,Seattle,WA,98144,"$1,050,000",4.00,3,"2,920",$360 ,0,No,Yes,Great,Average,104,2006,19,1,,
3255 111Th Ave Se,Bellevue,WA,98004,"$1,050,000",4.00,3,"3,030",$347 ,0,No,No,None,Good,37,0,37,1.5,,
4564 162Nd Ln Se,Bellevue,WA,98006,"$1,050,000",4.00,4,"3,450",$304 ,0,No,No,None,Average,18,0,18,2,,
1313 4Th St,Kirkland,WA,98033,"$1,050,000",4.00,4,"3,280",$320 ,0,No,Yes,None,Average,17,0,17,2,,
11704 Ne 41St St,Kirkland,WA,98033,"$1,050,000",4.00,3,"3,440",$305 ,1,No,No,None,Average,42,2009,16,2,,
17301 Ne 131St St,Redmond,WA,98052,"$1,050,000",3.00,4,"4,380",$240 ,1,No,No,None,Excellent,42,0,42,2,,
27747 Se 24Th Way,Sammamish,WA,98075,"$1,050,000",4.00,3,"4,400",$239 ,0,No,No,None,Average,22,0,22,2,,
2052 Boyer Ave E,Seattle,WA,98112,"$1,050,000",4.00,3,"2,250",$467 ,0,No,Yes,None,Average,98,2013,12,1.5,,
27125-27131 Se 175Th Pl,Issaquah,WA,98027,"$1,049,000",4.00,4,"4,740",$221 ,3,No,No,None,Good,34,0,34,2,,
2808 120Th Ave Ne,Bellevue,WA,98005,"$1,042,031",4.00,5,"4,110",$254 ,1,No,No,None,Good,47,2000,25,2,,
10208 Ne 26Th St,Bellevue,WA,98004,"$1,038,000",4.00,2,"1,440",$721 ,0,No,No,None,Good,58,0,58,1,,
15124 Se 82Nd Ct,Newcastle,WA,98059,"$1,037,000",4.00,4,"4,440",$234 ,0,No,No,None,Average,22,0,22,2,,
1502 Parkside Dr E,Seattle,WA,98112,"$1,036,200",4.00,3,"2,500",$414 ,0,No,Yes,None,Average,99,2003,22,1.5,,
Indian Trail,Burien,WA,98166,"$1,035,000",4.00,3,"3,450",$300 ,0,No,Yes,Great,Good,65,2001,24,2,,
1840-1846 9Th St W,Kirkland,WA,98033,"$1,035,000",3.00,3,"2,230",$464 ,0,No,No,None,Average,22,0,22,2,,
11034 Ne 26Th Pl,Bellevue,WA,98004,"$1,034,500",4.00,3,"2,370",$436 ,0,No,No,None,Average,22,0,22,2,,
10774 155Th Pl Ne,Redmond,WA,98052,"$1,033,888",4.00,3,"3,270",$316 ,0,No,Yes,None,Average,11,0,11,2,,
8090 Juanita Dr Ne,Kirkland,WA,98034,"$1,030,000",3.00,4,"3,880",$265 ,0,No,Yes,Great,Average,16,0,16,2,,
5700-5798 Wallingford Ave N,Seattle,WA,98103,"$1,030,000",4.00,3,"2,750",$375 ,0,No,Yes,None,Average,120,2005,20,2,,
3215 107Th Ave Se,Bellevue,WA,98004,"$1,027,000",3.00,3,"2,430",$423 ,0,No,No,Fair,Average,36,0,36,2,,
3057 70Th Ave Se,Mercer Island,WA,98040,"$1,025,000",3.00,2,"2,640",$388 ,0,No,Yes,Great,Good,65,2001,24,1,,
8434 W Mercer Way,Mercer Island,WA,98040,"$1,025,000",4.00,4,"3,320",$309 ,0,No,Yes,Good,Good,48,0,48,1,,
4143 118Th Ave Ne,Kirkland,WA,98033,"$1,025,000",5.00,4,"3,760",$273 ,1,No,No,None,Average,42,2009,16,2,,
5350 Ne 16Th St,Renton,WA,98059,"$1,025,000",4.00,4,"4,370",$235 ,0,No,No,None,Average,17,0,17,2,,
715 W Howe St,Seattle,WA,98119,"$1,020,000",3.00,2,"1,670",$611 ,0,No,No,Great,Average,122,2005,20,1.5,,
104 6Th St S,Kirkland,WA,98033,"$1,020,000",4.00,4,"3,770",$271 ,0,No,No,None,Average,17,0,17,2,,
1918 202Nd Pl Se,Sammamish,WA,98075,"$1,020,000",3.00,2,"2,950",$346 ,2,No,No,None,Average,19,0,19,1.5,,
5220 Sw Pritchard St,Seattle,WA,98116,"$1,015,000",3.00,3,"2,920",$348 ,1,No,Yes,Excellent,Good,71,1983,42,1,,
3505 W Mcgraw St,Seattle,WA,98199,"$1,015,000",3.00,3,"3,620",$280 ,0,No,Yes,None,Average,20,0,20,2,,
720 96Th Ave Ne,Bellevue,WA,98004,"$1,014,250",3.00,1,"1,640",$618 ,0,No,Yes,None,Excellent,105,0,105,1.5,,
6410 141St Ave Se,Bellevue,WA,98006,"$1,012,000",4.00,3,"2,980",$340 ,0,No,No,None,Average,36,0,36,2,,
1302 1St St,Kirkland,WA,98033,"$1,010,000",2.00,2,"1,460",$692 ,0,No,No,Good,Excellent,125,0,125,1,,
2010 8Th Ave N,Seattle,WA,98109,"$1,010,000",3.00,3,"2,420",$417 ,0,No,Yes,Good,Average,19,0,19,2,,
15736 Ne 134Th St,Redmond,WA,98052,"$1,010,000",4.00,3,"3,760",$269 ,1,No,No,None,Average,38,2000,25,2,,
2133 N 62Nd St,Seattle,WA,98103,"$1,008,000",4.00,4,"2,650",$380 ,0,No,Yes,None,Average,24,0,24,2,,
23711 Ne 4Th St,Sammamish,WA,98074,"$1,005,000",4.00,5,"4,225",$238 ,7,No,No,None,Good,40,0,40,2,,
124 Ne 63Rd St,Seattle,WA,98115,"$1,003,000",4.00,3,"2,290",$438 ,0,No,Yes,None,Good,99,1993,32,2,,
18200-18298 13Th Ave Nw,Shoreline,WA,98177,"$1,000,000",2.00,2,"2,430",$412 ,1,No,No,Excellent,Average,74,1994,31,1,,
13428 Ne 12Th Pl,Bellevue,WA,98005,"$1,000,000",3.00,3,"2,730",$366 ,0,No,No,None,Average,27,2006,19,2,,
2548 111Th Ave Se,Bellevue,WA,98004,"$1,000,000",5.00,4,"3,920",$255 ,0,No,Yes,None,Average,35,2009,16,2,,
2432 267Th Ct Se,Sammamish,WA,98075,"$1,000,000",4.00,3,"4,260",$235 ,0,No,No,None,Average,29,0,29,2,,
714 145Th Ave Se,Bellevue,WA,98007,"$999,000",7.00,4,"3,150",$317 ,1,No,No,None,Average,68,2005,20,1,,
9006 116Th Ave Ne,Kirkland,WA,98033,"$999,000",4.00,3,"3,130",$319 ,0,No,No,None,Average,12,1923,102,2,,
2010 227Th Ave Se,Sammamish,WA,98075,"$999,000",4.00,3,"2,800",$357 ,0,No,No,None,Average,33,0,33,2,,
14423 25Th Ave Sw,Burien,WA,98166,"$995,000",3.00,5,"4,380",$227 ,1,Yes,Yes,Great,Average,57,1990,35,2,,
5659 178Th Ave Se,Bellevue,WA,98006,"$995,000",4.00,5,"3,850",$258 ,0,No,Yes,Good,Average,27,2006,19,2,,
1517-1519 17Th Ave E,Seattle,WA,98112,"$994,500",4.00,2,"2,870",$347 ,0,No,Yes,None,Good,120,0,120,1.5,,
3227 Whalley Pl W,Seattle,WA,98199,"$994,000",3.00,2,"2,510",$396 ,0,No,Yes,Good,Excellent,93,2002,23,1.5,,
25758 Se 31St Pl,Sammamish,WA,98075,"$989,000",5.00,5,"4,030",$245 ,0,No,No,None,Average,25,0,25,2,,
8309 30Th Ave Nw,Seattle,WA,98117,"$989,000",5.00,4,"3,280",$302 ,0,No,Yes,None,Average,22,0,22,2,,
1808 38Th Ave E,Seattle,WA,98112,"$985,000",3.00,2,"1,670",$590 ,0,No,No,None,Excellent,113,0,113,2,,
12440 Ne 73Rd St,Kirkland,WA,98033,"$982,000",4.00,3,"3,610",$272 ,0,No,No,None,Average,11,0,11,2,,
1414 Magnolia Blvd W,Seattle,WA,98199,"$980,000",4.00,3,"3,680",$266 ,0,No,Yes,Great,Average,58,2011,14,1,,
2518 1St Ave W,Seattle,WA,98119,"$980,000",4.00,3,"2,730",$359 ,0,No,Yes,None,Excellent,116,1988,37,1.5,,
9000 Lake Washington Blvd Ne,Bellevue,WA,98004,"$979,000",3.00,2,"1,700",$576 ,0,No,No,Fair,Good,71,1979,46,1,,
2602 Shoreland Dr S,Seattle,WA,98144,"$978,000",4.00,3,"2,620",$373 ,0,No,Yes,Good,Good,99,1993,32,1.5,,
3405 Sw Seola Ln,Seattle,WA,98146,"$975,000",6.00,3,"2,520",$387 ,1,Yes,No,Excellent,Average,71,2005,20,2,,
4902 159Th Pl Se,Bellevue,WA,98006,"$975,000",4.00,3,"3,490",$279 ,0,No,No,Great,Average,25,0,25,2,,
9340 Mercerwood Dr,Mercer Island,WA,98040,"$975,000",5.00,3,"3,100",$315 ,0,No,Yes,Good,Good,52,0,52,1,,
13600 Ne 36Th Pl,Bellevue,WA,98005,"$975,000",5.00,4,"4,850",$201 ,1,No,No,None,Average,48,2004,21,2,,
21502 Ne 103Rd St,Redmond,WA,98053,"$975,000",4.00,3,"4,270",$228 ,1,No,Yes,None,Average,34,0,34,1,,
3655 Ne 73Rd St,Seattle,WA,98115,"$975,000",5.00,3,"2,620",$372 ,0,No,No,None,Average,16,0,16,2,,
2827 43Rd Ave W,Seattle,WA,98199,"$972,000",4.00,2,"2,010",$484 ,0,No,Yes,Good,Excellent,88,0,88,1,,
14626 Renton Issaquah Rd Se,Renton,WA,98059,"$971,971",4.00,4,"3,460",$281 ,0,No,No,None,Average,12,1923,102,2,,
4511 87Th Ave Se,Mercer Island,WA,98040,"$970,500",3.00,3,"2,470",$393 ,0,No,No,None,Average,65,2012,13,2,,
19400-19498 23Rd Ave Nw,Shoreline,WA,98177,"$970,000",4.00,3,"2,790",$348 ,0,No,Yes,Great,Average,62,2013,12,1,,
2721-3279 Lake Washington Blvd S,Seattle,WA,98144,"$970,000",3.00,2,"3,060",$317 ,0,No,Yes,Good,Good,95,0,95,1.5,,
5433 37Th Ave Sw,Seattle,WA,98126,"$970,000",5.00,3,"3,500",$277 ,0,No,Yes,Good,Average,98,2007,18,2,,
3601-3733 Greenbrier Ln,Mercer Island,WA,98040,"$970,000",5.00,3,"3,480",$279 ,0,No,No,None,Good,61,0,61,2,,
3324 225Th Ave Se,Sammamish,WA,98075,"$969,990",4.00,3,"4,150",$234 ,0,No,No,None,Average,11,0,11,2,,
20303 Se 40Th St,Sammamish,WA,98075,"$968,000",6.00,3,"3,610",$268 ,0,No,Yes,Excellent,Excellent,66,0,66,1,,
3041 37Th Ave W,Seattle,WA,98199,"$967,500",3.00,4,"3,250",$298 ,0,No,Yes,Good,Good,74,1999,26,2,,
2033 211Th Pl Se,Sammamish,WA,98075,"$966,000",5.00,5,"3,810",$254 ,0,No,No,None,Average,17,0,17,2,,
1024 Washington Pl E,Seattle,WA,98112,"$965,000",4.00,3,"2,460",$392 ,0,No,Yes,None,Excellent,87,0,87,2,,
14461 156Th Ave Ne,Woodinville,WA,98072,"$965,000",4.00,2,"3,160",$305 ,1,No,No,None,Good,44,0,44,1,,
16030 Se 45Th Pl,Bellevue,WA,98006,"$963,000",4.00,4,"3,280",$294 ,0,No,No,None,Average,18,0,18,2,,
10815 110Th Ave Ne,Kirkland,WA,98033,"$963,000",4.00,3,"3,530",$273 ,0,No,No,None,Average,18,0,18,2,,
7006 35Th Ave Nw,Seattle,WA,98117,"$960,000",4.00,2,"2,410",$398 ,0,No,Yes,Good,Excellent,96,0,96,2,,
1414 235Th Pl Se,Sammamish,WA,98075,"$960,000",5.00,4,"3,720",$258 ,0,No,No,None,Average,20,0,20,2,,
13003 13Th Ave Nw,Seattle,WA,98177,"$960,000",4.00,3,"4,590",$209 ,0,No,Yes,None,Average,44,2013,12,2,,
3700 W Fulton St,Seattle,WA,98199,"$957,000",5.00,3,"3,160",$303 ,0,No,Yes,Good,Average,20,0,20,2,,
2572 5Th Ave W,Seattle,WA,98119,"$955,500",4.00,2,"2,130",$449 ,0,No,No,None,Average,111,1993,32,1.5,,
12599 Ne 39Th St,Bellevue,WA,98005,"$955,000",3.00,2,"3,020",$316 ,1,No,Yes,None,Average,56,2010,15,2,,
12124 268Th Dr Ne,Duvall,WA,98019,"$955,000",4.00,4,"5,660",$169 ,4,No,Yes,None,Average,24,0,24,2,,
7590 86Th Ave Se,Mercer Island,WA,98040,"$955,000",5.00,2,"2,510",$380 ,0,No,No,None,Average,53,2002,23,2,,
6511 37Th Ave Ne,Seattle,WA,98115,"$953,007",4.00,4,"3,120",$305 ,0,No,Yes,None,Average,17,0,17,2,,
1901 25Th Ave E,Seattle,WA,98112,"$952,500",4.00,2,"2,550",$374 ,0,No,No,None,Good,115,0,115,2,,
6100 93Rd Ave Se,Mercer Island,WA,98040,"$950,833",5.00,3,"3,330",$286 ,0,No,Yes,None,Good,48,0,48,2,,
6135 79Th Ave Se,Mercer Island,WA,98040,"$950,100",4.00,3,"3,160",$301 ,0,No,No,None,Excellent,60,0,60,2,,
554-598 S 239Th St,Des Moines,WA,98198,"$950,000",3.00,3,"3,050",$311 ,0,Yes,Yes,Excellent,Good,63,0,63,1,,
832 Summerhill Ridge Dr Nw,Issaquah,WA,98027,"$950,000",5.00,4,"5,330",$178 ,0,No,Yes,Good,Average,19,0,19,2,,
5491 175Th Pl Se,Bellevue,WA,98006,"$950,000",4.00,3,"3,320",$286 ,0,No,No,None,Average,30,0,30,2,,
15251 Ne 6Th St,Bellevue,WA,98007,"$950,000",5.00,3,"3,400",$279 ,0,No,No,None,Average,26,0,26,2,,
2913 Ne Davis Loop,Issaquah,WA,98029,"$950,000",4.00,3,"3,670",$259 ,0,No,No,None,Average,18,0,18,2.5,,
4926 119Th Pl Ne,Kirkland,WA,98033,"$950,000",4.00,3,"3,360",$283 ,0,No,No,None,Average,37,2000,25,2,,
7615 E Mercer Way,Mercer Island,WA,98040,"$950,000",4.00,2,"2,500",$380 ,2,No,Yes,None,Good,55,0,55,1,,
8507 146Th Pl Se,Newcastle,WA,98059,"$950,000",4.00,4,"4,140",$229 ,0,No,No,None,Average,25,0,25,2,,
10326 216Th Ct Ne,Redmond,WA,98053,"$950,000",4.00,3,"3,770",$252 ,1,No,No,None,Average,36,0,36,2,,
10323 Valmay Ave Nw,Seattle,WA,98177,"$950,000",3.00,3,"3,480",$273 ,0,No,Yes,None,Good,84,1998,27,1,,
20325 Ne 198Th St,Woodinville,WA,98077,"$950,000",5.00,3,"4,530",$210 ,6,No,Yes,None,Good,22,0,22,1.5,,
10413 Se 25Th St,Bellevue,WA,98004,"$949,880",4.00,2,"2,290",$415 ,0,No,No,None,Average,47,0,47,2,,
Indian Trail,Burien,WA,98166,"$947,500",3.00,3,"2,980",$318 ,1,Yes,Yes,Good,Excellent,108,0,108,1.5,,
9202 Se 46Th St,Mercer Island,WA,98040,"$947,500",4.00,2,"3,290",$288 ,0,No,No,None,Good,57,0,57,1.5,,
9723 Ne 15Th St,Clyde Hill,WA,98004,"$945,000",4.00,2,"2,840",$333 ,0,No,Yes,None,Average,73,2008,17,1,,
3241 63Rd Ave Sw,Seattle,WA,98116,"$945,000",2.00,3,"2,540",$372 ,0,No,No,None,Average,21,2003,22,2,,
20122 Richmond Beach Dr Nw,Shoreline,WA,98177,"$941,500",5.00,4,"3,490",$270 ,0,No,Yes,Excellent,Average,45,0,45,2,,
128 Ne 51St St,Seattle,WA,98105,"$941,000",4.00,2,"2,320",$406 ,0,No,Yes,None,Excellent,99,0,99,1.5,,
4558 91St Ave Se,Mercer Island,WA,98040,"$940,000",4.00,2,"2,490",$378 ,0,No,No,None,Excellent,57,0,57,2,,
6042 Sycamore Ave Nw,Seattle,WA,98107,"$940,000",4.00,3,"2,080",$452 ,0,No,No,None,Average,113,2000,25,1.5,,
206 W Boston St,Seattle,WA,98119,"$937,000",3.00,2,"2,450",$382 ,0,No,Yes,None,Average,110,0,110,2,,
3267 57Th Ave Sw,Seattle,WA,98116,"$936,000",3.00,2,"2,960",$316 ,0,No,Yes,Good,Good,73,0,73,1,,
223 98Th Ave Ne,Bellevue,WA,98004,"$935,000",2.00,3,"1,780",$525 ,0,No,No,None,Excellent,51,0,51,2,,
24035 Ne Adair Rd,Redmond,WA,98053,"$930,000",2.00,3,"2,680",$347 ,0,No,No,None,Average,19,0,19,1,,
14845 Ne 73Rd Way,Redmond,WA,98052,"$930,000",3.00,3,"3,290",$283 ,0,No,No,None,Average,25,0,25,2,,
2418 10Th Ave W,Seattle,WA,98119,"$930,000",4.00,3,"2,200",$423 ,0,No,Yes,None,Excellent,117,0,117,2,,
